sample_id,start_line,end_line,link,label,code_snippet,count_statement
     * cases (when entering date values), Excel automatically adjusts the
     * <i>cell style</i> to some date format, creating the illusion that the cell
     * data type is now something besides {@link CellType#NUMERIC}.  POI
     * does not attempt to replicate this behaviour.  To make a numeric cell
     * display as a date, use {@link #setCellStyle(CellStyle)} etc.</p>
     *
     * @param value the numeric value to set this cell to.  For formulas we'll set the
     *        precalculated value, for numerics we'll set its value. For other types we
     *        will change the cell to a numerics cell and set its value.
     */
    void setCellValue(Date value);

    /**
     * <p>Set a date value for the cell. Excel treats dates as numeric so you will need to format the cell as
     * a date.</p>
     * <p>
     * This will set the cell value based on the Calendar's timezone. As Excel
     * does not support timezones this means that both 20:00+03:00 and
     * 20:00-03:00 will be reported as the same value (20:00) even that there
     * are 6 hours difference between the two times. This difference can be
     * preserved by using <code>setCellValue(value.getTime())</code> which will
     * automatically shift the times to the default timezone.
     * </p>
     *
     * @param value  the date value to set this cell to.  For formulas we'll set the
     *        precalculated value, for numerics we'll set its value. For othertypes we
     *        will change the cell to a numeric cell and set its value.
     */
    void setCellValue(Calendar value);

    /**
     * Set a rich string value for the cell.
     *
     * @param value  value to set the cell to.  For formulas we'll set the formula
     * string, for String cells we'll set its value.  For other types we will
     * change the cell to a string cell and set its value.
     * If value is null then we will change the cell to a Blank cell.
     */
    void setCellValue(RichTextString value);

    /**
     * Set a string value for the cell.
     *
     * @param value  value to set the cell to.  For formulas we'll set the formula
     * string, for String cells we'll set its value.  For other types we will
     * change the cell to a string cell and set its value.
     * If value is null then we will change the cell to a Blank cell.
     */
    void setCellValue(String value);


    /**
     * Sets formula for this cell.
     * <p>If {@code formula} is not null, sets or updates the formula. If {@code formula} is null, removes the formula.
     * Or use {@link #removeFormula()} to remove the formula.</p>
     *
     * <p>Note, this method only sets the formula string and does not calculate the formula value.
     * To set the precalculated value use {@link #setCellValue}.</p>
     *
     * <p>If the cell was blank, sets value to 0. Otherwise, preserves the value as precalculated.</p>
     *
     * @param formula the formula to set, e.g. <code>""SUM(C4:E4)""</code>.
     * If the argument is <code>null</code> then the current formula is removed.
     *
     * @see Cell#removeFormula
     * @throws IllegalStateException if this cell is a part of an array formula group containing other cells
     * @throws FormulaParseException if the formula has incorrect syntax or is otherwise invalid
     */
    void setCellFormula(String formula) throws FormulaParseException, IllegalStateException;

    /**
     * Removes formula, if any.
     *
     * If cell was blank, leaves it as is.
     * If it is a part of an array formula group, blanks the cell.
     * If has a regular formula, removes the formula preserving the ""cached"" value.
     * @throws IllegalStateException if cell is a part of an array formula group containing other cells
     */
    void removeFormula() throws IllegalStateException;

    /**
     * Return a formula for the cell, for example, <code>SUM(C4:E4)</code>
     *
     * @return a formula for the cell
     * @throws IllegalStateException if the cell type returned by {@link #getCellType()} is not {@link CellType#FORMULA}
     */
    String getCellFormula();

    /**
     * Get the value of the cell as a number.
     * <p>
     * For strings we throw an exception. For blank cells we return a 0.
     * For formulas or error cells we return the precalculated value;
     * </p>
     * @return the value of the cell as a number
     * @throws IllegalStateException if the cell type returned by {@link #getCellType()} is {@link CellType#STRING}
     * @exception NumberFormatException if the cell value isn't a parsable <code>double</code>.
     * @see DataFormatter for turning this number into a string similar to that which Excel would render this number as.
     */
    double getNumericCellValue();

    /**
     * Get the value of the cell as a date.
     * <p>
     * For strings we throw an exception. For blank cells we return a null.
     * </p>
     * @return the value of the cell as a date
     * @throws IllegalStateException if the cell type returned by {@link #getCellType()} is {@link CellType#STRING}
     * @exception NumberFormatException if the cell value isn't a parsable <code>double</code>.
     * @see DataFormatter for formatting  this date into a string similar to how excel does.
     */
    Date getDateCellValue();

    /**
     * Get the value of the cell as a XSSFRichTextString
     * <p>
     * For numeric cells we throw an exception. For blank cells we return an empty string.
     * For formula cells we return the pre-calculated value if a string, otherwise an exception.
     * </p>
     * @return the value of the cell as a XSSFRichTextString
     */
    RichTextString getRichStringCellValue();

    /**
     * Get the value of the cell as a string
     * <p>
     * For numeric cells we throw an exception. For blank cells we return an empty string.
     * For formulaCells that are not string Formulas, we throw an exception.
     * </p>
     * @return the value of the cell as a string
     */
    String getStringCellValue();

    /**
     * Set a boolean value for the cell
     *
     * @param value the boolean value to set this cell to.  For formulas we'll set the
     *        precalculated value, for booleans we'll set its value. For other types we
     *        will change the cell to a boolean cell and set its value.
     */
     void setCellValue(boolean value);

    /**
     * Set a error value for the cell
     *
     * @param value the error value to set this cell to.  For formulas we'll set the
     *        precalculated value , for errors we'll set
     *        its value. For other types we will change the cell to an error
     *        cell and set its value.
     * @see FormulaError
     */
    void setCellErrorValue(byte value);

    /**
     * Get the value of the cell as a boolean.
     * <p>
     * For strings, numbers, and errors, we throw an exception. For blank cells we return a false.
     * </p>
     * @return the value of the cell as a boolean
     * @throws IllegalStateException if the cell type returned by {@link #getCellType()}
     *   is not {@link CellType#BOOLEAN}, {@link CellType#BLANK} or {@link CellType#FORMULA}
     */
    boolean getBooleanCellValue();

    /**
     * Get the value of the cell as an error code.
     * <p>
     * For strings, numbers, and booleans, we throw an exception.
     * For blank cells we return a 0.
     * </p>
     *
     * @return the value of the cell as an error code
     * @throws IllegalStateException if the cell type returned by {@link #getCellType()} isn't {@link CellType#ERROR}
     * @see FormulaError for error codes
     */
    byte getErrorCellValue();

    /**
     * <p>Set the style for the cell.  The style should be an CellStyle created/retrieved from
     * the Workbook.</p>
     *
     * <p>To change the style of a cell without affecting other cells that use the same style,
     * use {@link org.apache.poi.ss.util.CellUtil#setCellStyleProperties(Cell, Map)}</p>
     *
     * @param style  reference contained in the workbook.
     * If the value is null then the style information is removed causing the cell to used the default workbook style.
     * @see org.apache.poi.ss.usermodel.Workbook#createCellStyle()
     */
    void setCellStyle(CellStyle style);

    /**
     * Return the cell's style.
     *
     * @return the cell's style. Always not-null. Default cell style has zero index and can be obtained as
     * <code>workbook.getCellStyleAt(0)</code>
     * @see Workbook#getCellStyleAt(int)
     */
    CellStyle getCellStyle();

    /**
     * Sets this cell as the active cell for the worksheet
     */
    void setAsActiveCell();

   /**
     * Gets the address of this cell
     *
     * @return <code>A1</code> style address of this cell
     * @since 3.14beta1
     */
    CellAddress getAddress();

    /**
     * Assign a comment to this cell
     *
     * @param comment comment associated with this cell
     */
    void setCellComment(Comment comment);

    /**
     * Returns comment associated with this cell
     *
     * @return comment associated with this cell or <code>null</code> if not found
     */
    Comment getCellComment();

    /**
     * Removes the comment for this cell, if there is one.
     */
    void removeCellComment();

    /**
     * @return hyperlink associated with this cell or <code>null</code> if not found
     */
    Hyperlink getHyperlink();

    /**
     * Assign a hyperlink to this cell
     *
     * @param link hyperlink associated with this cell
     */
    void setHyperlink(Hyperlink link);

    /**
     * Removes the hyperlink for this cell, if there is one.
     */
    void removeHyperlink();

    /**
     * Only valid for array formula cells
     *
     * @return range of the array formula group that the cell belongs to.
     */
    CellRangeAddress getArrayFormulaRange();

    /**
     * @return <code>true</code> if this cell is part of group of cells having a common array formula.
     */
    boolean isPartOfArrayFormulaGroup();
}",0.0
8146289,47,89,https://github.com/alibaba/cobar/blob/bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5/server/src/main/net/com/alibaba/cobar/net/mysql/ResultSetHeaderPacket.java,0,"public class ResultSetHeaderPacket extends MySQLPacket {

    public int fieldCount;
    public long extra;

    public void read(byte[] data) {
        MySQLMessage mm = new MySQLMessage(data);
        this.packetLength = mm.readUB3();
        this.packetId = mm.read();
        this.fieldCount = (int) mm.readLength();
        if (mm.hasRemaining()) {
            this.extra = mm.readLength();
        }
    }

    @Override
    public ByteBuffer write(ByteBuffer buffer, FrontendConnection c) {
        int size = calcPacketSize();
        buffer = c.checkWriteBuffer(buffer, c.getPacketHeaderSize() + size);
        BufferUtil.writeUB3(buffer, size);
        buffer.put(packetId);
        BufferUtil.writeLength(buffer, fieldCount);
        if (extra > 0) {
            BufferUtil.writeLength(buffer, extra);
        }
        return buffer;
    }

    @Override
    public int calcPacketSize() {
        int size = BufferUtil.getLength(fieldCount);
        if (extra > 0) {
            size += BufferUtil.getLength(extra);
        }
        return size;
    }

    @Override
    protected String getPacketInfo() {
        return ""MySQL ResultSetHeader Packet"";
    }

}",19.0
6086287,20,59,https://github.com/eclipse/ceylon/blob/d3994d6cd120c4df85952cd9432123b413cfd65a/tools/src/org/eclipse/ceylon/tools/new_/NewSubTool.java,0,"public abstract class NewSubTool implements Tool {

    private File directory;
    
    public void setDirectory(File directory) {
        this.directory = directory;
    }
    
    public File getDirectory() {
        return this.directory;
    }
    
    void mkBaseDir(File cwd) throws IOException {
        if (directory != null) {
            File actualDir = FileUtil.applyCwd(cwd, directory);
            if (actualDir.exists() && !actualDir.isDirectory()) {
                throw new IOException(Messages.msg(""path.exists.and.not.dir"", directory));
            } else if (!actualDir.exists()) {
                if (!FileUtil.mkdirs(actualDir)) {
                    throw new IOException(Messages.msg(""could.not.mkdir"", directory));
                }
            }
        }
    }
    
    public abstract List<Variable> getVariables();
    
    public abstract List<Copy> getResources(Environment env);
    
    @Override
    public void initialize(CeylonTool mainTool) {
    }
    
    @Override
    public final void run() throws Exception {
        // Projects are never run as tools
        throw new RuntimeException();
    }
    
}",13.0
7000207,28,73,https://github.com/google/protobuf-dt/blob/b41acf14172723a182cc92a7d078859abeb89b7c/com.google.eclipse.protobuf.test/src/com/google/eclipse/protobuf/junit/core/FileCreator.java,0,"class FileCreator {
  private static final Pattern CREATE_FILE_PATTERN = compile(""// Create file (.*)"");

  File createFileFrom(String comment) {
    String fileName = null;
    try (Scanner scanner = new Scanner(comment)) {
	    while (scanner.hasNextLine()) {
	      String line = scanner.nextLine();
	      Matcher matcher = CREATE_FILE_PATTERN.matcher(line);
	      if (!matcher.matches()) {
	        return null;
	      }
	      fileName = matcher.group(1);
	      break;
	    }
    }
    return createFile(fileName, comment);
  }

  private File createFile(String fileName, String contents) {
    ensureParentDirectoryExists();
    File file = protoFile(fileName);
    if (file.isFile()) {
      file.delete();
    }
    Writer out = null;
    try {
      out = new OutputStreamWriter(new FileOutputStream(file));
      out.write(contents);
    } catch (IOException e) {
      e.printStackTrace();
    } finally {
      closeQuietly(out);
    }
    return file;
  }

  private void closeQuietly(Writer out) {
    if (out == null) {
      return;
    }
    try {
      out.close();
    } catch (IOException e) {}
  }
}",26.0
5893758,24,159,https://github.com/apache/vxquery/blob/5d1175d2cb04a54ba751295f2ac67daec38bf723/vxquery-core/src/main/java/org/apache/vxquery/types/SequenceType.java,0,"public final class SequenceType implements Serializable {
    private static final long serialVersionUID = 1L;

    public static final Map<ItemType, SequenceType[]> BUILTIN_SEQ_TYPES;

    private ItemType itemType;
    private Quantifier quantifier;

    static {
        Map<ItemType, SequenceType[]> types = new LinkedHashMap<>();

        createBuiltinEntry(types, BuiltinTypeRegistry.XS_ANY_ATOMIC);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_STRING);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NORMALIZED_STRING);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_TOKEN);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_LANGUAGE);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NMTOKEN);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NAME);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NCNAME);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_ID);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_IDREF);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_ENTITY);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_UNTYPED_ATOMIC);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DATETIME);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DATE);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_TIME);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DURATION);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_YEAR_MONTH_DURATION);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DAY_TIME_DURATION);
        createBuiltinEntry(types, BuiltinTypeRegistry.XSEXT_NUMERIC);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_FLOAT);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DOUBLE);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_DECIMAL);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_INTEGER);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NON_POSITIVE_INTEGER);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NEGATIVE_INTEGER);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_LONG);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_LONG);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_INT);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_SHORT);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_BYTE);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NON_NEGATIVE_INTEGER);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_UNSIGNED_LONG);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_UNSIGNED_INT);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_UNSIGNED_SHORT);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_UNSIGNED_BYTE);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_POSITIVE_INTEGER);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_G_YEAR_MONTH);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_G_YEAR);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_G_MONTH_DAY);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_G_DAY);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_G_MONTH);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_BOOLEAN);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_BASE64_BINARY);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_HEX_BINARY);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_ANY_URI);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_QNAME);
        createBuiltinEntry(types, BuiltinTypeRegistry.XS_NOTATION);
        createBuiltinEntry(types, BuiltinTypeRegistry.JS_NULL);

        createBuiltinEntry(types, AnyItemType.INSTANCE);
        createBuiltinEntry(types, AnyNodeType.INSTANCE);
        createBuiltinEntry(types, DocumentType.ANYDOCUMENT);
        createBuiltinEntry(types, ElementType.ANYELEMENT);
        createBuiltinEntry(types, AttributeType.ANYATTRIBUTE);
        createBuiltinEntry(types, CommentType.INSTANCE);
        createBuiltinEntry(types, ProcessingInstructionType.ANYPI);

        createBuiltinEntry(types, ArrayType.INSTANCE);
        createBuiltinEntry(types, ObjectType.INSTANCE);

        BUILTIN_SEQ_TYPES = Collections.unmodifiableMap(types);
    }

    private SequenceType(ItemType itemType, Quantifier quantifier) {
        this.itemType = itemType;
        this.quantifier = quantifier;
    }

    private static void createBuiltinEntry(Map<ItemType, SequenceType[]> types, ItemType itemType) {
        types.put(itemType,
                new SequenceType[] { new SequenceType(itemType, Quantifier.QUANT_ZERO),
                        new SequenceType(itemType, Quantifier.QUANT_ONE),
                        new SequenceType(itemType, Quantifier.QUANT_QUESTION),
                        new SequenceType(itemType, Quantifier.QUANT_STAR),
                        new SequenceType(itemType, Quantifier.QUANT_PLUS), });
    }

    public static SequenceType create(ItemType itemType, Quantifier quantifier) {
        SequenceType[] types = BUILTIN_SEQ_TYPES.get(itemType);
        if (types == null) {
            return new SequenceType(itemType, quantifier);
        }
        return types[quantifier.ordinal()];
    }

    public ItemType getItemType() {
        return itemType;
    }

    public Quantifier getQuantifier() {
        return quantifier;
    }

    @Override
    public int hashCode() {
        final int prime = 31;
        int result = 1;
        result = prime * result + ((itemType == null) ? 0 : itemType.hashCode());
        result = prime * result + ((quantifier == null) ? 0 : quantifier.hashCode());
        return result;
    }

    @Override
    public boolean equals(Object obj) {
        if (this == obj)
            return true;
        if (obj == null)
            return false;
        if (getClass() != obj.getClass())
            return false;
        SequenceType other = (SequenceType) obj;
        if (itemType == null) {
            if (other.itemType != null)
                return false;
        } else if (!itemType.equals(other.itemType))
            return false;
        if (quantifier != other.quantifier)
            return false;
        return true;
    }

    public String toString() {
        return String.valueOf(itemType) + Quantifier.toString(quantifier);
    }
}",86.0
7325587,14,46,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.sdk.samples.snippets/src/com/microsoft/tfs/sdk/samples/snippets/FindBuilds.java,0,"public class FindBuilds {
    public static void main(final String[] args) {
        final TFSTeamProjectCollection tpc = SnippetSettings.connectToTFS();

        final IBuildServer buildServer = tpc.getBuildServer();
        final IBuildDefinition def =
            buildServer.getBuildDefinition(SnippetSettings.PROJECT_NAME, SnippetSettings.BUILD_DEFINITION_NAME);
        final IBuildDetailSpec spec = buildServer.createBuildDetailSpec(def);
        spec.setStatus(BuildStatus.ALL);

        System.out.println(""***""); //$NON-NLS-1$
        System.out.println(""*** Query builds for build definition "" + SnippetSettings.BUILD_DEFINITION_NAME); //$NON-NLS-1$
        System.out.println(""***""); //$NON-NLS-1$

        final IBuildQueryResult buildsQueryResult = buildServer.queryBuilds(spec);

        System.out.println(""Found "" + buildsQueryResult.getBuilds().length + "" build(s).""); //$NON-NLS-1$ //$NON-NLS-2$

        for (final IBuildDetail build : buildsQueryResult.getBuilds()) {
            displayBuildProperties(buildServer, build);
        }

    }

    private static void displayBuildProperties(final IBuildServer buildServer, final IBuildDetail build) {
        System.out.println(""Build ""); //$NON-NLS-1$
        System.out.println(""\tBuild Number: "" + build.getBuildNumber()); //$NON-NLS-1$
        System.out.println(""\tURI: "" + build.getURI()); //$NON-NLS-1$
        System.out.println(""\tStatus: "" + buildServer.getDisplayText(build.getStatus())); //$NON-NLS-1$
        System.out.println(""\tRequested By: "" + build.getRequestedBy()); //$NON-NLS-1$
        System.out.println(""""); //$NON-NLS-1$
    }
}",14.0
5520288,693,714,https://github.com/apache/ranger/blob/7c52a79a5d0b41bfc94caca9d531e0fefba2bfe7/kms/src/main/java/org/apache/hadoop/crypto/key/RangerKeyStore.java,0,"    private static class RangerSealedObject extends SealedObject {

        /**
         *
         */
        private static final long serialVersionUID = -7551578543434362070L;

        protected RangerSealedObject(SealedObject so) {
            super(so);
        }

        protected RangerSealedObject(Serializable object, Cipher cipher) throws IllegalBlockSizeException, IOException {
            super(object, cipher);
        }

        public AlgorithmParameters getParameters() throws NoSuchAlgorithmException, IOException {
            AlgorithmParameters algorithmParameters = AlgorithmParameters.getInstance(""PBEWithMD5AndTripleDES"");
            algorithmParameters.init(super.encodedParams);
            return algorithmParameters;
        }

    }",4.0
5985338,41,100,https://github.com/aws/aws-sdk-java-v2/blob/1d5d11e8087c93ab1a3a2d35193052e526fd123c/core/protocols/aws-query-protocol/src/main/java/software/amazon/awssdk/protocols/query/internal/unmarshall/AwsQueryResponseHandler.java,0,"@SdkInternalApi
public final class AwsQueryResponseHandler<T extends AwsResponse> implements HttpResponseHandler<T> {

    private static final Logger log = Logger.loggerFor(AwsQueryResponseHandler.class);

    private final QueryProtocolUnmarshaller unmarshaller;
    private final Function<SdkHttpFullResponse, SdkPojo> pojoSupplier;


    public AwsQueryResponseHandler(QueryProtocolUnmarshaller unmarshaller,
                                   Function<SdkHttpFullResponse, SdkPojo> pojoSupplier) {
        this.unmarshaller = unmarshaller;
        this.pojoSupplier = pojoSupplier;
    }

    @Override
    public T handle(SdkHttpFullResponse response, ExecutionAttributes executionAttributes) throws Exception {
        try {
            return unmarshallResponse(response);
        } finally {
            response.content().ifPresent(i -> {
                try {
                    i.close();
                } catch (IOException e) {
                    log.warn(() -> ""Error closing HTTP content."", e);
                }
            });
        }
    }

    @SuppressWarnings(""unchecked"")
    private T unmarshallResponse(SdkHttpFullResponse response) throws Exception {
        SdkStandardLogger.REQUEST_LOGGER.trace(() -> ""Parsing service response XML."");
        Pair<T, Map<String, String>> result = unmarshaller.unmarshall(pojoSupplier.apply(response), response);
        SdkStandardLogger.REQUEST_LOGGER.trace(() -> ""Done parsing service response."");
        AwsResponseMetadata responseMetadata = generateResponseMetadata(response, result.right());
        return (T) result.left().toBuilder().responseMetadata(responseMetadata).build();
    }

    /**
     * Create the default {@link AwsResponseMetadata}. This might be wrapped by a service
     * specific metadata object to provide modeled access to additional metadata. (See S3 and Kinesis).
     */
    private AwsResponseMetadata generateResponseMetadata(SdkHttpResponse response, Map<String, String> metadata) {
        if (!metadata.containsKey(AWS_REQUEST_ID)) {
            metadata.put(AWS_REQUEST_ID,
                         response.firstMatchingHeader(X_AMZN_REQUEST_ID_HEADER).orElse(null));
        }

        response.headers().forEach((key, value) -> metadata.put(key, value.get(0)));
        return DefaultAwsResponseMetadata.create(metadata);
    }

    @Override
    public boolean needsConnectionLeftOpen() {
        // Query doesn't support streaming so this is always false
        return false;
    }

}",18.0
9205838,21,54,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/data/org.eclipse.birt.data/src/org/eclipse/birt/data/engine/olap/driver/IResultSet.java,0,"public interface IResultSet
{
	/**
	 * Get resultset axis for row edge.
	 * @return
	 */
	public IEdgeAxis getRowEdgeResult( );
	
	/**
	 * Get resultset axis for column edge.
	 * @return
	 */
	public IEdgeAxis getColumnEdgeResult( );

	/**
	 * Get resultset axis for page edge.
	 * @return
	 */
	public IEdgeAxis getPageEdgeResult( );
	
	/**
	 * Get resultset axis for all aggregation.
	 * @return
	 */
	public IEdgeAxis[] getMeasureResult( );

	/**
	 * Get resultset axis for certain aggregation.
	 * @param name
	 * @return
	 */
	public IEdgeAxis getMeasureResult( String name )  throws DataException;

}",0.0
9443834,851,878,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.desktop/share/classes/javax/swing/plaf/metal/MetalTitlePane.java,0,"    @SuppressWarnings(""serial"") // Superclass is not serializable across versions
    private class SystemMenuBar extends JMenuBar {
        public void paint(Graphics g) {
            if (isOpaque()) {
                g.setColor(getBackground());
                g.fillRect(0, 0, getWidth(), getHeight());
            }

            if (systemIcon != null) {
                g.drawImage(systemIcon, 0, 0, IMAGE_WIDTH, IMAGE_HEIGHT, null);
            } else {
                Icon icon = UIManager.getIcon(""InternalFrame.icon"");

                if (icon != null) {
                    icon.paintIcon(this, g, 0, 0);
                }
            }
        }
        public Dimension getMinimumSize() {
            return getPreferredSize();
        }
        public Dimension getPreferredSize() {
            Dimension size = super.getPreferredSize();

            return new Dimension(Math.max(IMAGE_WIDTH, size.width),
                                 Math.max(size.height, IMAGE_HEIGHT));
        }
    }",13.0
5475426,33,170,https://github.com/apache/qpid-broker-j/blob/4c4400b98a5a8493cfb9e5dbb21c97175f433a62/broker-plugins/amqp-0-8-protocol/src/main/java/org/apache/qpid/server/protocol/v0_8/transport/AMQMethodBodyImpl.java,0,"public abstract class AMQMethodBodyImpl implements AMQMethodBody
{
    private static final Logger LOGGER = LoggerFactory.getLogger(AMQMethodBodyImpl.class);
    public static final byte TYPE = 1;

    public AMQMethodBodyImpl()
    {
    }

    @Override
    public byte getFrameType()
    {
        return TYPE;
    }


    /** unsigned short
     *
     * @return body size*/
    abstract protected int getBodySize();


    @Override
    public AMQFrame generateFrame(int channelId)
    {
        return new AMQFrame(channelId, this);
    }

    /**
     * Creates an AMQChannelException for the corresponding body type (a channel exception should include the class and
     * method ids of the body it resulted from).
     */

    @Override
    public void handle(final int channelId, final AMQVersionAwareProtocolSession session) throws QpidException
    {
        session.methodFrameReceived(channelId, this);
    }

    @Override
    public int getSize()
    {
        return 2 + 2 + getBodySize();
    }

    @Override
    public long writePayload(final ByteBufferSender sender)
    {

        final int size = getSize();
        try (QpidByteBuffer buf = QpidByteBuffer.allocate(sender.isDirectBufferPreferred(), size))
        {
            buf.putUnsignedShort(getClazz());
            buf.putUnsignedShort(getMethod());
            writeMethodPayload(buf);
            buf.flip();
            sender.send(buf);
        }
        return size;
    }

    abstract protected void writeMethodPayload(QpidByteBuffer buffer);


    protected int getSizeOf(AMQShortString string)
    {
        return EncodingUtils.encodedShortStringLength(string);
    }

    protected void writeByte(QpidByteBuffer buffer, byte b)
    {
        buffer.put(b);
    }

    protected void writeAMQShortString(QpidByteBuffer buffer, AMQShortString string)
    {
        EncodingUtils.writeShortStringBytes(buffer, string);
    }


    protected void writeInt(QpidByteBuffer buffer, int i)
    {
        buffer.putInt(i);
    }


    protected int getSizeOf(FieldTable table)
    {
        return EncodingUtils.encodedFieldTableLength(table);  //To change body of created methods use File | Settings | File Templates.
    }

    protected void writeFieldTable(QpidByteBuffer buffer, FieldTable table)
    {
        EncodingUtils.writeFieldTableBytes(buffer, table);
    }

    protected void writeLong(QpidByteBuffer buffer, long l)
    {
        buffer.putLong(l);
    }


    protected int getSizeOf(byte[] response)
    {
        return (response == null) ? 4 : response.length + 4;
    }

    protected void writeBytes(QpidByteBuffer buffer, byte[] data)
    {
        EncodingUtils.writeBytes(buffer,data);
    }

    protected void writeShort(QpidByteBuffer buffer, short s)
    {
        buffer.putShort(s);
    }

    protected void writeBitfield(QpidByteBuffer buffer, byte bitfield0)
    {
        buffer.put(bitfield0);
    }

    protected void writeUnsignedShort(QpidByteBuffer buffer, int s)
    {
        buffer.putUnsignedShort(s);
    }

    protected void writeUnsignedInteger(QpidByteBuffer buffer, long i)
    {
        buffer.putUnsignedInt(i);
    }

    protected void writeUnsignedByte(QpidByteBuffer buffer, short unsignedByte)
    {
        buffer.putUnsignedByte(unsignedByte);
    }

}",25.0
7548967,247,286,https://github.com/spring-projects/spring-integration/blob/872302de6e98c1fd34e3192d8e4de244008ca857/spring-integration-zookeeper/src/main/java/org/springframework/integration/zookeeper/leader/LeaderInitiator.java,0,"	protected class LeaderListener extends LeaderSelectorListenerAdapter {

		@Override
		public void takeLeadership(CuratorFramework framework) {
			try {
				LeaderInitiator.this.candidate.onGranted(LeaderInitiator.this.context);
				if (LeaderInitiator.this.leaderEventPublisher != null) {
					try {
						LeaderInitiator.this.leaderEventPublisher.publishOnGranted(LeaderInitiator.this,
								LeaderInitiator.this.context, LeaderInitiator.this.candidate.getRole());
					}
					catch (Exception e) {
						logger.warn(""Error publishing OnGranted event."", e);
					}
				}

				// when this method exits, the leadership will be revoked;
				// therefore this thread needs to be held up until the
				// candidate is no longer leader
				Thread.sleep(Long.MAX_VALUE);
			}
			catch (@SuppressWarnings(""unused"") InterruptedException e) {
				// InterruptedException, like any other runtime exception,
				// is handled by the finally block below. No need to
				// reset the interrupt flag as the interrupt is handled.
			}
			finally {
				LeaderInitiator.this.candidate.onRevoked(LeaderInitiator.this.context);
				if (LeaderInitiator.this.leaderEventPublisher != null) {
					try {
						LeaderInitiator.this.leaderEventPublisher.publishOnRevoked(LeaderInitiator.this,
								LeaderInitiator.this.context, LeaderInitiator.this.candidate.getRole());
					}
					catch (Exception e) {
						logger.warn(""Error publishing OnRevoked event."", e);
					}
				}
			}
		}
	}",17.0
3974401,21,28,https://github.com/apache/aurora/blob/6ec953f27f7f80366d6bf4c8e7cba0e62a874753/src/main/java/org/apache/aurora/scheduler/config/validators/NotEmptyIterable.java,0,"public class NotEmptyIterable implements IValueValidator<Iterable<?>> {
  @Override
  public void validate(String name, Iterable<?> value) throws ParameterException {
    if (Iterables.isEmpty(value)) {
      throw new ParameterException(String.format(""%s must not be empty"", name));
    }
  }
}",3.0
